hoax,edar,pesan,sosial,media,informasi,sebar,kabar,berita,beranta,benar,bohong,kandung,broadcast,lansir,whatsapp,resah,viral,tidak,isu,presiden,tulis,isi,bahwa,id,kamis,masyarakat,jakarta,co,com,makan,palsu,info,hoaks,joko,imbau,widodo,khoax
0.00731,0.006957,0,0,0,0.014067,0,0,0,0.007298,0.004303,0,0,0,0,0,0,0,0.00369,0.006068,0,0,0.006158,0,0,0,0.022436,0,0,0.008814,0,0.013738,0.008582,0,0,0,0,hoax
0.010165,0.009674,0,0,0,0.00489,0,0,0,0,0,0,0,0,0,0,0,0,0.010263,0.025315,0,0,0,0,0,0,0.013371,0,0,0.008171,0,0,0,0,0,0.009632,0,hoax
0,0,0.07392,0,0,0.056972,0.025235,0,0,0.078815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017308,0,0,0.031731,0,0,0,0.145939,0,0,0,hoax
0.018503,0.01761,0.05775,0.01155,0.010172,0.017804,0.023658,0,0,0.055417,0.021786,0,0,0,0,0,0,0,0.014012,0,0,0,0.015587,0,0,0,0.024339,0,0,0.007437,0,0,0,0.022803,0,0,0,hoax
0.023219,0.022098,0,0,0,0.011171,0.014844,0,0,0,0,0,0,0.077385,0,0,0,0,0,0,0,0,0.01956,0,0.02452,0,0.010181,0.006601,0.02937,0,0,0,0.054522,0,0,0,0,hoax
0.016562,0,0.020677,0,0.009105,0.047808,0.010588,0,0,0,0,0,0,0.018399,0,0,0,0.017321,0,0,0,0,0,0.012474,0.01749,0.009367,0,0.004709,0.020949,0.013314,0,0,0,0,0,0.015695,0,hoax
0.017329,0.010995,0.050482,0.021635,0.019053,0.022233,0.014772,0.007707,0,0,0,0.010343,0,0.038504,0,0.053036,0,0,0.014581,0.009591,0,0.024303,0,0.008701,0,0.006534,0.005066,0,0,0,0,0,0,0,0,0,0,hoax
0.010208,0.048578,0.063725,0,0,0.019645,0,0.040859,0,0.020383,0,0,0,0.022682,0,0.046864,0,0,0,0,0,0.014317,0.017199,0,0,0,0.017904,0,0,0.008206,0,0.019186,0,0,0,0.019348,0,hoax
0.006471,0.006159,0.008079,0,0,0,0,0,0,0,0,0,0,0.100643,0,0,0,0,0.003267,0,0,0.009075,0,0,0,0,0,0,0.01637,0.005202,0,0,0,0,0,0,0,hoax
0.014802,0.014088,0.03696,0,0.008137,0.021364,0.009463,0.009874,0,0.044334,0.008715,0.026503,0,0,0,0,0,0,0.003736,0,0,0.01038,0,0,0,0,0.00649,0,0.018723,0,0,0,0,0,0,0,0,hoax
0.075356,0.030737,0.0672,0,0.011836,0,0,0,0.042563,0.04299,0,0.019275,0,0,0,0,0,0.022518,0,0,0,0.015098,0.018137,0.016216,0,0,0,0.018364,0,0.008654,0,0,0,0,0,0,0,hoax
0.010573,0,0.0132,0,0.011625,0,0.027038,0.028212,0.013934,0,0,0.056793,0,0.093967,0,0,0,0,0.016013,0.017555,0,0,0,0,0,0,0.009272,0,0,0.016999,0,0,0,0,0,0.020039,0,hoax
0.034659,0.010995,0.007212,0,0.006351,0.027791,0.007386,0,0.007613,0.011534,0.013603,0,0,0,0,0,0,0,0.008749,0,0,0,0,0,0,0,0.015197,0.006569,0.014613,0,0,0,0,0,0,0,0,hoax
0.017674,0.008411,0.011033,0.011033,0.009716,0.017006,0.011299,0.01179,0.046586,0,0.010405,0.015823,0,0,0,0,0.019635,0,0.008923,0,0,0,0,0,0,0,0,0.005025,0,0.007104,0,0.049827,0,0,0,0,0,hoax
0.033514,0,0.027895,0,0.012283,0.064496,0.014284,0,0.014723,0,0.013154,0.020002,0,0.024822,0,0,0,0,0.00564,0,0,0.015667,0,0.016828,0,0,0.019594,0,0,0.00898,0,0,0,0,0,0,0,hoax
0.010965,0,0.034222,0,0,0.005275,0.01402,0,0,0,0.006455,0,0,0.048724,0,0.037751,0,0.022935,0,0,0,0,0.009237,0,0,0,0,0,0,0,0.010054,0.020608,0.012873,0,0,0,0,hoax
0.038199,0.024237,0.047691,0.015897,0.013999,0.036756,0,0,0,0.025424,0,0.022799,0,0.056583,0,0,0,0,0,0,0,0,0,0,0,0,0.011166,0,0,0,0,0,0.029899,0,0,0.024132,0,hoax
0,0.015873,0.041645,0,0,0.032097,0.010663,0,0,0.033302,0.009819,0.074657,0,0.111173,0,0,0.018529,0,0,0,0,0,0.0281,0,0,0,0.014626,0,0,0,0,0,0,0,0,0.03161,0,hoax
0,0,0.025786,0,0,0,0.017606,0.009185,0,0,0.008107,0.024654,0,0.015297,0,0,0,0,0,0,0,0,0,0,0,0.007787,0.006038,0.00783,0,0,0.025251,0,0,0,0,0,0,hoax
0.02153,0.010246,0.01344,0,0,0.010358,0,0.028725,0,0,0,0.019275,0,0.119595,0,0,0.023919,0,0,0,0,0.030195,0,0,0,0,0.018881,0.006121,0,0.008654,0,0,0,0,0,0.020403,0,hoax
0.028195,0,0.093867,0.011733,0.010333,0.009043,0,0.025077,0,0.150124,0.011066,0.016827,0,0,0,0,0.020882,0,0.009489,0.031208,0,0,0,0,0,0,0.008242,0,0,0,0,0,0.110342,0,0,0,0,hoax
0.038614,0.03675,0.144627,0,0.014152,0.012385,0,0.017173,0,0,0,0,0,0,0.024602,0.177267,0,0,0.006498,0,0,0,0,0,0,0,0,0,0,0.010347,0,0,0,0,0,0,0,hoax
0,0.006332,0,0,0,0.019204,0.008506,0,0,0,0,0.011912,0,0.088688,0,0,0.014781,0,0.006717,0,0,0,0,0.010021,0,0,0,0,0,0.005348,0,0,0.062486,0,0,0,0,hoax
0,0.009974,0.026167,0,0,0,0.013399,0.041944,0,0.041849,0,0.018763,0,0.046568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005959,0,0.008424,0,0.019696,0,0,0,0,0,hoax
0.02942,0.028,0,0,0.008087,0.014154,0,0.019626,0.009693,0,0,0.013169,0,0.016342,0,0,0,0,0.007427,0.024424,0,0,0,0.022159,0,0,0.00645,0.008365,0,0.005913,0,0.013824,0.017271,0,0,0,0,hoax
0,0.010063,0,0,0,0,0,0,0,0,0,0,0,0,0.010104,0,0,0,0,0,0,0,0,0,0.011165,0,0.009272,0,0.013374,0,0,0,0,0,0,0,0,hoax
0,0,0,0.006974,0,0,0,0,0,0,0,0,0,0,0.010676,0,0,0,0,0,0,0.007834,0,0,0,0,0,0.003176,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009827,0,0,0,0,0,0.003984,0,0.005633,0,0,0,0,0.012954,0,0.012546,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013072,0,0,0,0,0,0,0.0026,0,0.007351,0,0,0,0,0.008453,0,0.008186,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010065,0,0,0,0,0,0.004081,0,0.011538,0,0,0,0,0.013268,0,0.01285,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.009115,0,0,0.012485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010715,0,0.010774,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014176,0,0.01002,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004123,0,0,0,0,0,0,0,0,0.009288,0,0.006565,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003857,0,0,0,0,0,0,0,0,0.008688,0,0.006141,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017379,0,0,0,0,0,0,0,0.018113,0.003915,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011675,0,0,0,0,0,0,0.004644,0,0.01313,0,0,0,0,0.015098,0,0.014623,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933,0,0,0,0,0.005834,0.007566,0,0.010696,0,0,0,0,0.012299,0,0.011912,no_hoax
0.019736,0.018784,0.01232,0,0,0.009495,0.025235,0.065828,0.065027,0,0.011619,0.053007,0,0,0,0,0,0,0.004982,0,0.028214,0.041518,0,0.014865,0,0,0.008654,0.005611,0,0.015865,0,0,0,0,0,0,0,no_hoax
0.021146,0,0,0,0.038749,0,0,0.018808,0.074317,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0.010618,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0.010992,0,0.00484,0,0.005629,0.017619,0,0,0.010367,0,0,0,0,0.010104,0,0,0.006667,0,0,0.006174,0.007417,0,0,0,0,0,0,0,0.072654,0.008274,0,0,0,0.008343,0,no_hoax
0.005559,0,0.006941,0,0,0,0.042651,0,0.014654,0,0.006546,0,0,0,0,0,0,0,0.014034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0.016002,0.007615,0,0.009989,0.008797,0,0,0.010675,0.052725,0,0.018842,0,0,0,0.015293,0,0,0,0.008079,0,0,0,0,0,0,0,0,0,0,0.006432,0,0.015038,0,0,0,0,0,no_hoax
0,0.028175,0,0,0,0.028486,0,0,0.019508,0,0,0.026503,0,0,0,0,0,0,0.014946,0,0,0,0,0.022297,0,0,0.012981,0.033667,0,0,0,0.166922,0,0.145939,0,0,0,no_hoax
0,0,0,0,0,0,0,0.007181,0,0,0,0,0,0,0,0,0,0,0.008152,0.008937,0,0.007549,0.018137,0,0,0,0.018881,0.006121,0,0.004327,0,0.060699,0,0,0,0,0,no_hoax
0,0.0326,0.006109,0,0,0,0,0.006528,0,0,0,0,0,0,0,0,0,0,0.009882,0,0,0,0.008244,0.014742,0,0,0.017165,0.008347,0,0,0,0,0.01149,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0.011879,0,0,0,0,0,0,0,0,0,0,0,0,0.050912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049382,0,0.047825,no_hoax
0,0.011659,0.015294,0.010196,0.008979,0.003929,0,0.016344,0.005382,0,0.009616,0.014623,0,0.018145,0,0.009373,0,0,0.002062,0,0.011675,0.005727,0,0.012302,0,0,0,0,0,0,0,0,0,0,0.007549,0.007739,0.007311,no_hoax
0,0,0,0.008497,0.007482,0.013097,0,0,0,0,0.008013,0,0,0,0,0,0,0.071176,0.010308,0,0,0.009544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0.007495,0.007133,0.028071,0.018714,0.01648,0,0.028749,0,0,0,0.008825,0,0,0,0,0,0,0,0,0,0,0,0,0.01129,0.015829,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0.006401,0.024368,0,0,0,0.018477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021569,0,0,0,0,0.007279,0,0,0,0.036091,0,0,0,0,0,no_hoax
0,0.010533,0.013817,0,0,0.021298,0,0,0,0,0,0,0.023374,0,0,0,0,0,0,0,0,0,0,0.033342,0,0,0,0,0,0.008896,0,0.083201,0,0,0,0.020975,0,no_hoax
0.04155,0.003295,0.012969,0.004323,0.003807,0.009995,0.030991,0,0,0,0,0,0,0,0,0,0,0,0.001748,0.005749,0,0.004856,0,0,0,0,0.003036,0,0,0,0,0.052061,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0.008061,0,0,0,0,0,0,0,0,0,0,0,0.020062,0.025911,0,0,0.009101,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003397,0,0.019237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008929,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421,0,0,0,0,0.006281,0,0.009432,0,0.002371,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022421,0,0,0,0,0,0.006877,0,0,0,0,0,0,0,0.014498,0,0.014041,no_hoax
0,0,0,0,0,0.016756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009902,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0.013689,0.012055,0.005275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004808,0,0,0.013221,0,0,0,0,0,0.01039,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003004,0,0,0,0,0,0,0.006731,0.015655,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0.027867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010189,0,0.021887,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005291,0,0,0,0,0,0,0,0.006127,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003435,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002833,0,0,0,0,0.008454,0,0.006348,0.004922,0,0,0.004511,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004307,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005919,0,0,0,0,0,0,0,0.010282,0.003333,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004332,0,0,0,0,0,0,0,0.007525,0,0,0,0,0,0,0,0,0.016263,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015674,0.007689,0,0,0,0,0.004808,0,0,0,0,0,0,0,0.020271,0,0.019632,no_hoax
0,0,0,0,0,0.00633,0,0,0,0.006568,0.003873,0,0,0,0,0,0,0,0.008303,0,0,0.009226,0,0,0,0,0.011538,0,0,0,0.006032,0.012365,0,0,0,0,0,no_hoax
0,0.006669,0,0.008748,0.007704,0,0.00448,0,0.004617,0,0.004125,0,0,0,0,0,0,0,0.001769,0,0,0.004913,0,0,0,0,0.003072,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004461,0.007336,0.018949,0,0,0.006656,0,0,0.003875,0.002512,0,0,0,0,0,0,0.008169,0,0.007911,no_hoax
0.004914,0.009353,0,0.018403,0.016207,0.014184,0.006283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020755,0,0.004309,0,0,0,0,0,0,0.024222,0,0.009313,0,no_hoax
0,0,0,0,0,0.012997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.012567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002476,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004707,0,0,0,0,0,0,0,0,0.010604,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.007038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005613,0.014559,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005485,0,0,0,0,0,0,0,0.004764,0,0,0.004367,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204,0,0.028888,0,0,0,0,0,0,0.009192,0,0,0,0,0,0,0.007472,0,0.007236,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0,0,0,0.008454,0,0,0,0,0.002853,0,0,0,0,0,0,0,0.00951,0,no_hoax
0,0,0,0.006212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006545,0.019804,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02605,0,0.005919,0,0,0,0,0,0,0.013261,0.010282,0.026667,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01263,0,0,0,0,0,0,0.009432,0,0.023709,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01063,0,0.010688,0,0,0.034469,0,0,0,0,0,0,no_hoax
0,0.005194,0,0,0,0.010502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345,0.004786,0.012412,0,0.004387,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.006769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006537,0,0.004621,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.007596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022143,0,0,0,0,0,0.017956,0,0.012692,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00848,0,0,0,0,0,0.035476,0,0,0.009551,0,0.006751,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004951,0,0.006999,0.015967,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004181,0,0,0,0,0,0,0,0,0.023544,0,0,0.045557,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007145,0,0,0,0,0,0,0,0,0.002683,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002371,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007764,0,0.065954,0,0,0.023166,0,0,0,0,0,0,0,0,0,0,0.028432,0,0.027536,no_hoax
0,0,0,0,0,0,0.004746,0,0,0,0,0,0,0,0,0,0,0,0,0.012327,0.021227,0,0,0,0,0,0.006511,0.004222,0,0,0,0,0,0,0.006863,0,0.006647,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0.008171,0,0,0,0,0,0,0,0,0,0,0.010294,0,0,0,0,0,0,0.005437,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026764,0.006564,0.007886,0,0,0,0,0,0,0.003763,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002611,0,0.036961,0,0,0,0,0,0,0,0,0.004157,0,0,0,0,0.00956,0,0.009259,no_hoax
0,0,0.009922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022722,0,0,0,0,0.008989,0,0.004519,0,0,0,0,0,0,0.014693,0,0.04269,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002611,0,0,0,0,0,0,0,0,0.005881,0,0,0,0,0,0,0,0.009801,0,no_hoax
0,0,0,0.005098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002062,0,0.029187,0,0,0,0,0,0.007162,0,0,0,0,0,0,0,0.007549,0,0.007311,no_hoax
0,0.006403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010135,0,0.00761,0,0.026781,0,0,0,0,0,0,0,0,0,no_hoax
0,0.005418,0,0,0,0,0,0,0,0,0.006703,0,0,0,0,0,0,0,0.002874,0,0,0,0,0,0,0,0.004993,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002006,0,0,0,0,0,0,0,0,0,0,0,0,0.007469,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007698,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009996,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002588,0,0.007328,0,0,0,0,0,0,0,0,0.004121,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.004892,0,0,0,0,0,0,0,0.002098,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.003031,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0.00903,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0.004326,0,0,0,0,0,0.007146,0,0,0,0,0,0.001708,0,0,0,0,0,0,0,0,0.001924,0,0,0.006204,0,0,0,0,0,0,no_hoax
0,0,0,0,0.007377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001907,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0.004863,0.012848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.003724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005532,0,0.00652,0,0,0,0,0.004401,0,0,0.007097,0,0,0,0,0,0.006929,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005192,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0.007283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001473,0,0,0,0,0,0,0,0.002558,0.003317,0,0,0,0,0,0,0,0.005528,0,no_hoax
0,0,0,0,0,0,0,0,0.010838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009301,0,0.004676,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007075,0,0,0,0,0,0,0,0,0.003984,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012756,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0.010533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006259,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0.005635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006733,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004783,0,0,0,0,0,0,0,0,0.005387,0,0,0,0,0,0,0,0,0,no_hoax
0,0.003695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392,0,0,0,0,0,0,0,0,0.008831,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012866,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.015092,0,0,0.010335,0,0,0,0,0,0,0,0,0,0.011878,0,0,0,0,0,0,0.00887,0,0.008918,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004495,0,0,0,0,0,0,0.010071,0,0.020251,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0.008554,0,0,0,0.007878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007608,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.007166,0,0,0,0,0,0,0,0,0,0,0,0,0.00376,0,0,0.010445,0,0,0,0,0,0.00847,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012317,0,0,0,0,0.016955,0,0,0,0,no_hoax
