hoax,edar,pesan,sosial,media,informasi,sebar,kabar,berita,beranta,benar,bohong,kandung,broadcast,lansir,whatsapp,resah,viral,tidak,isu,presiden,tulis,isi,bahwa,id,kamis,masyarakat,jakarta,co,com,makan,palsu,info,hoaks,joko,imbau,widodo,khoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007764,0,0,0,0,0,0,0.017395,0,0.017489,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012922,0,0,0,0,0.010225,0,0.01028,0,0,0,0,0,0,0.016712,0,0.016185,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029187,0,0,0,0,0.011547,0,0.011609,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014593,0,0,0,0,0.011547,0,0.023219,0,0,0,0,0,0,0.018873,0,0.018278,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017099,0,0,0,0,0,0,0.013603,0,0,0,0,0,0,0.022114,0,0.021417,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020644,0,0,0,0,0.016334,0,0.024635,0,0,0,0,0,0,0.026698,0,0.025857,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008754,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905,0,0.009099,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.004413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563,0,0,0,0.00454,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.007546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887,0,0.031215,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623,0,0.006264,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0.010992,0,0,0,0,0,0,0,0,0.023646,0,0,0,0,0,0,0.002222,0,0,0,0,0,0,0.004979,0.00386,0.005006,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014247,0,0,0,0,0,0,0,0.009759,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005587,0,0.015821,0,0,0,0,0,0,0.012586,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.006309,0,0,0,0,0,0,0,0.008115,0,0.022979,0,0,0,0,0,0,0.003047,0,0,0,0,0,0,0.019812,0,0.019188,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037618,0,0,0,0,0,0,0.004988,0,0,0,0,0,0,0.016217,0,0.015706,no_hoax
0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007973,0.024725,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013876,0,0,0,0,0,0,0.011038,0,0,0.035599,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006498,0,0.0184,0,0,0,0,0,0,0.014638,0,0,0,0,0,0,0.023796,0,0.023046,no_hoax
0,0,0,0,0,0,0,0,0.017341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014963,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008265,0.018121,0.007801,0,0,0,0,0,0.014357,0.009309,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004067,0,0.011516,0,0,0,0,0.009112,0,0.004581,0,0,0,0,0,0,0.014893,0,0.014424,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009053,0,0,0,0,0.007163,0,0,0,0,0,0,0,0,0.011707,0.012002,0.011338,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009405,0,0,0,0,0.007441,0,0.007482,0,0,0,0,0,0,0.012163,0,0.011779,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009301,0,0,0,0,0.007359,0,0.007399,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005953,0,0.002993,0.013314,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011435,0,0.008586,0,0.008633,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.013422,0.011747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013808,0,0.006942,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0.006414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010697,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007742,0,0.003892,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0.013981,0,0,0,0,0,0,0,0,0,0,0,0,0.014981,0,0,0,0,0.011853,0,0,0,0,0,0,0,0,0.019374,0,0.018763,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008726,0,0,0,0,0.020713,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0.009634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016536,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004181,0,0.003946,0.003871,0.004651,0,0,0.003122,0.007262,0.00157,0,0,0,0.036316,0,0,0,0.005232,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004495,0,0.012728,0,0,0,0,0.010071,0.007808,0.015188,0,0,0,0,0,0,0.016461,0,0.015942,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011749,0,0.011813,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005291,0,0,0,0,0,0,0.011853,0,0.017876,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.012948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022672,0,0,0.015221,0,0.022955,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019684,0,0,0,0,0.015575,0,0.015659,0,0,0,0,0,0,0.025456,0,0.024654,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004783,0,0.027085,0,0,0,0,0.010715,0,0.021547,0,0,0,0,0,0,0.017514,0,0.016962,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015114,0,0,0,0,0.011959,0,0.012024,0,0,0,0,0,0,0.019547,0,0.018931,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010979,0,0.011038,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003986,0,0,0,0,0,0,0.008929,0.006923,0.004489,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003114,0,0.02645,0,0,0,0,0.006976,0.005409,0.007014,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005386,0,0,0,0,0,0,0.012067,0,0.009099,0,0,0,0,0,0,0.009862,0,0.009551,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008424,0.013062,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0.007913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009301,0,0.009352,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010126,0,0,0,0,0.006332,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062367,0.017481,0,0,0,0,0.010931,0.007088,0,0,0,0,0,0,0.011522,0,0.011159,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002555,0,0,0,0,0,0,0,0.017751,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069095,0,0,0,0,0,0,0.004581,0,0,0,0,0,0,0.014893,0,0.014424,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411,0,0,0.006696,0,0,0,0.027004,0,0,0,0,0,0,0,0,0,0.00905,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0.007742,0,0.015569,0,0,0.012552,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005848,0,0.004392,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802,0,0.008064,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006731,0,0.003384,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.005533,0,0,0,0,0,0,0,0.002372,0,0,0,0,0,0,0.005315,0,0.01336,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0.009173,0,0,0,0,0,0,0,0.003933,0,0,0,0,0,0,0,0,0.022149,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0.00497,0,0,0,0,0,0.007208,0,0,0.007888,0,0,0,0,0,0,0,0.021328,0,0.010722,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0.008497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003436,0,0,0.009544,0,0,0,0.007698,0.005968,0.00774,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0.012424,0,0,0,0,0,0.013115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022511,0,0.011317,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0.013115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011256,0,0.005658,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007926,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012518,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0,0.009163,0,0,0,0.009264,0,0.012845,0,0,0,0,0,0,0,0,0,0,0.00486,0,0,0,0,0,0,0.01089,0,0,0,0,0,0,0,0,0,0,0,no_hoax
0.018648,0.008874,0,0,0,0.017944,0,0,0.012289,0,0,0.016695,0,0,0.017822,0,0,0.039007,0.009415,0.015481,0,0,0,0,0,0,0.008177,0,0,0.007495,0,0,0,0,0,0,0,no_hoax
0.027539,0.017473,0,0.022921,0.020185,0.026498,0,0,0.024196,0,0.043235,0,0,0,0.017545,0,0,0,0.013903,0,0,0.012874,0.015466,0,0,0,0.02415,0.00522,0,0.007379,0,0.017253,0,0,0,0.017398,0,hoax
0.017038,0,0,0,0,0,0.010893,0.022732,0.011228,0,0,0.015254,0,0,0.016283,0,0,0,0,0.014145,0,0,0.014353,0,0,0,0,0.024221,0,0.006848,0,0,0,0,0,0,0,hoax
0.010253,0,0,0,0,0,0,0.006839,0.047292,0,0.018108,0.009179,0,0,0.009798,0,0,0,0.005176,0,0,0.007189,0,0,0.010827,0,0,0,0.012969,0,0.009401,0,0,0,0,0,0,hoax
0,0.01699,0.052004,0.007429,0,0,0,0.007939,0.007842,0.023763,0,0,0,0.026443,0.011374,0,0,0,0,0,0,0,0.020051,0,0,0,0,0,0,0,0,0,0,0,0,0.011278,0,hoax
0,0,0.007486,0,0.003296,0,0.003833,0.015999,0,0,0.00353,0,0,0,0.00573,0.006881,0,0,0.006054,0,0,0.004204,0.005051,0,0,0,0,0,0,0.00241,0.065971,0.005634,0,0,0,0.005682,0,hoax
0.03179,0,0.009922,0,0,0.030589,0.020324,0,0,0,0.009358,0,0,0.017658,0,0,0,0,0.008025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018662,0,0,0,0,hoax
0.005482,0.010435,0.013689,0,0,0,0,0,0.007225,0.010947,0.006455,0,0,0,0.010479,0,0,0,0.002768,0,0,0,0,0,0,0,0,0,0,0.008814,0.010054,0,0.012873,0,0,0,0,hoax
0.005693,0.016255,0,0.021323,0.018778,0,0,0.007596,0.015006,0,0.006703,0,0,0,0.010882,0,0.012649,0,0.002874,0,0,0,0,0.008576,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0,0,0.006974,0,0,0,0.035711,0,0.007362,0,0.006577,0,0,0,0.010676,0,0,0,0.0141,0,0,0,0,0,0.011797,0,0,0,0.014131,0,0,0,0,0,0,0,0,hoax
0.01385,0.013181,0.043228,0,0.022841,0.006663,0.008855,0,0,0.041482,0,0,0,0.046159,0,0,0,0,0.006992,0,0,0,0.023335,0.010432,0,0,0.018219,0.023626,0,0,0,0,0.065044,0,0,0.013125,0,hoax
0.016678,0.015873,0.010411,0.010411,0.009169,0.008024,0,0,0.01099,0,0,0.014931,0,0,0,0,0,0.05233,0,0,0,0.011695,0,0,0,0,0,0.004742,0,0.006704,0,0,0,0,0,0,0,hoax
0.024878,0.004735,0,0,0,0,0,0.013276,0.013115,0,0,0,0.021017,0,0.00951,0,0,0,0.005024,0,0,0,0,0,0,0,0.004363,0,0,0.004,0.009124,0,0,0,0,0,0.008909,hoax
0.050177,0,0,0.025058,0.022067,0,0.051326,0,0.066129,0,0.011816,0,0.04239,0,0,0,0.044595,0,0.010133,0.033324,0,0,0,0,0,0,0.026401,0,0,0.008067,0,0,0,0,0,0.01902,0,hoax
0.012335,0.01761,0,0.0154,0.013562,0.017804,0.007886,0.032914,0.008128,0,0.007262,0.022086,0.026052,0,0,0,0.013704,0,0.006227,0,0,0,0,0.018581,0,0,0.005409,0,0,0.004958,0.01131,0,0.014482,0,0,0.011689,0,hoax
0,0.009016,0,0,0,0,0,0,0,0,0.011155,0,0,0,0.018107,0,0,0,0.014348,0.047187,0,0,0,0.028541,0,0,0,0,0,0.007615,0,0,0,0,0,0,0,hoax
0.018997,0.006027,0,0,0,0,0,0,0.016691,0,0.007456,0,0,0,0.012104,0,0.02814,0.013246,0.012788,0.021028,0,0.008881,0,0.009539,0,0,0.01666,0,0,0.00509,0,0.107116,0.044609,0,0,0,0,hoax
0.005862,0.005579,0,0.007319,0.006445,0.005641,0,0,0,0,0,0,0,0,0,0,0.013025,0,0.00296,0.048666,0,0,0,0,0,0,0.041127,0.006667,0,0.004712,0,0.099161,0,0,0,0,0,hoax
0,0.014637,0,0,0,0,0,0,0,0,0,0,0.064962,0,0.029394,0,0,0,0,0,0,0,0,0,0.032481,0,0,0,0,0,0.084606,0,0,0,0,0,0,hoax
0,0,0,0,0,0,0,0,0,0,0.009959,0,0.017865,0,0.016167,0,0,0,0,0,0,0,0,0.012741,0,0,0,0,0,0.006799,0.077556,0,0,0,0,0,0,hoax
0,0.019772,0.051874,0,0,0,0,0,0,0,0,0,0,0,0.039708,0,0,0,0,0,0,0,0,0,0.043878,0,0,0,0,0,0.15239,0,0,0,0,0,0,hoax
0,0,0,0,0,0,0,0.027239,0,0,0,0,0,0.045364,0,0,0,0,0.010308,0,0,0,0,0,0.043121,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0,0.021264,0.027895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037643,0,0.047189,0,0,0,0,0,0.040973,0,0,0,0,0.042346,0,hoax
0,0.005194,0,0.006813,0.006,0.015753,0.006978,0,0,0,0,0,0,0,0,0,0,0.011414,0,0,0,0,0,0.00822,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.010573,0,0,0,0,0,0,0.007053,0,0,0.006225,0,0.033496,0,0.010104,0,0,0,0.002669,0,0,0,0,0.007963,0,0,0,0,0,0.00425,0.106639,0,0,0,0,0,0,hoax
0,0.005809,0,0,0,0,0,0,0,0,0.007187,0,0.012892,0,0,0,0,0,0.021571,0.020269,0,0,0,0,0,0,0,0.003471,0,0.004907,0.067162,0,0,0,0,0,0,hoax
0,0.005054,0.039778,0.019889,0.011677,0,0.01358,0.014169,0.006998,0.021206,0,0,0.022431,0,0,0,0,0.011107,0.002681,0.008817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.011332,0,0,0,0,0.005452,0,0,0,0,0.006671,0,0,0,0,0,0,0,0.008581,0,0,0,0,0,0,0,0.004969,0,0,0.004555,0.062341,0,0,0,0,0,0,hoax
0.027863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011199,0,0,0,0,0,0,0,hoax
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014235,0,0.016548,0,0,0.049462,0,0,0,0,0,0,0.013062,0,0,0.005987,0,0,0,0,0,0,0,hoax
0.015182,0.007224,0.047385,0,0,0.007304,0,0.010127,0,0.015157,0.008938,0,0,0,0,0.017424,0,0,0.007665,0,0,0,0.025578,0,0.048097,0,0,0.004316,0.038407,0,0.01392,0,0,0,0,0,0,hoax
0.006845,0.006515,0,0.008546,0.007526,0.013173,0.008752,0.036529,0,0,0.00806,0,0,0.015209,0,0,0.030417,0,0.006911,0,0,0,0,0,0,0,0.024011,0,0,0,0,0,0.032146,0,0,0,0,hoax
0.027539,0.006552,0.051572,0.017191,0.015139,0.039748,0.026409,0.009185,0.018147,0,0,0.012327,0,0.061188,0,0,0.030594,0,0.010427,0,0,0,0,0.010371,0,0,0.030188,0,0,0.005534,0,0,0,0,0,0,0,hoax
0.01385,0.006591,0.034583,0.008646,0.007614,0.006663,0.008855,0.009239,0.009127,0.013827,0.008154,0,0,0.030773,0,0,0,0,0,0,0,0,0.011667,0,0,0,0,0.011813,0,0,0,0,0.065044,0,0,0,0,hoax
0.031438,0.019947,0,0.013083,0.023043,0.040334,0,0,0.041433,0,0,0,0,0,0,0,0,0,0.015872,0,0,0,0,0,0,0.011853,0.02757,0,0,0.025272,0,0,0,0,0,0,0,hoax
0.007495,0,0.046785,0,0,0.021635,0.019166,0.019998,0,0.014965,0.008825,0,0,0,0,0,0.016652,0,0.015135,0,0,0.010511,0.012627,0.01129,0,0,0,0.004262,0,0.006025,0.013744,0.014086,0,0,0,0,0,hoax
0,0,0,0,0,0,0,0.029809,0,0,0,0,0.094379,0,0,0,0,0,0.01128,0,0,0.031335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0,0.018276,0.047948,0.023974,0.021113,0.006159,0,0.00854,0,0.038343,0.007537,0,0,0.028444,0,0,0,0,0.006463,0,0,0.017954,0.010784,0,0,0,0,0,0,0,0.011738,0,0.030061,0,0,0,0,hoax
0.017079,0,0.06397,0.014215,0.012519,0.016434,0,0.007596,0.007503,0,0.006703,0.010194,0,0,0,0,0,0,0.014371,0.018905,0,0,0,0,0,0,0,0.006474,0,0.009153,0,0,0,0,0,0,0,hoax
0.00854,0,0.010662,0,0,0.005478,0,0,0,0.005684,0.003352,0,0,0.006325,0,0,0,0,0.002874,0,0.004069,0.007984,0.004796,0,0,0,0.004993,0,0,0,0,0,0,0,0,0,0,hoax
0,0.031306,0,0,0,0,0,0,0.021676,0,0,0,0.138946,0,0.031436,0,0,0,0,0.027307,0,0,0,0,0,0,0,0.009352,0,0.013221,0,0,0,0,0,0,0,hoax
0,0.023727,0,0,0,0,0,0,0,0,0,0,0.105307,0,0,0,0,0,0,0.041392,0,0,0,0.018777,0,0,0.010931,0,0,0.01002,0,0,0,0,0,0,0,hoax
0,0.01127,0,0,0,0,0,0,0,0,0,0,0.075031,0,0.022634,0,0.026311,0.024769,0,0.039322,0,0,0,0.017838,0,0,0.010385,0,0,0.009519,0.021716,0,0,0,0,0,0,hoax
0,0,0,0,0,0,0,0,0,0,0.009173,0,0.016454,0,0.014891,0,0.01731,0,0.003933,0.02587,0,0,0,0,0.016454,0,0.006832,0,0,0,0.014287,0,0,0,0,0,0,hoax
0.019958,0.012663,0.024917,0,0.021943,0.012803,0,0.017751,0.008768,0.013283,0,0.011912,0,0,0.012716,0.03054,0,0,0.003359,0,0,0,0.022417,0.010021,0,0.007525,0,0.003783,0,0.005348,0,0.012504,0.015621,0,0,0,0,hoax
0,0.006591,0.008646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014485,0.003496,0,0,0,0.116673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hoax
0.009951,0,0,0,0,0.009575,0,0.039829,0,0,0.023434,0,0.063051,0,0.01902,0,0,0,0.015072,0,0,0,0,0,0,0,0,0,0,0.007999,0,0,0,0,0,0,0,hoax
0.007842,0.022391,0,0,0,0.030184,0,0.020926,0.010335,0,0.009234,0,0,0.052273,0,0.018001,0,0.032807,0.011878,0,0,0.010998,0,0,0,0,0,0,0,0,0.028762,0,0,0,0,0.014863,0,hoax
0.012871,0.006125,0,0.01607,0.014152,0.018578,0.024687,0,0,0,0,0,0,0,0.012301,0.014772,0,0.026923,0,0,0,0,0,0,0,0,0,0.032935,0,0.005173,0,0,0,0,0,0,0,hoax
0.019736,0.018784,0.01232,0,0,0.009495,0.025235,0.065828,0.065027,0,0.011619,0.053007,0,0,0,0,0,0,0.004982,0,0.028214,0.041518,0,0.014865,0,0,0.008654,0.005611,0,0.015865,0,0,0,0,0,0,0,hoax
0,0.01932,0,0.008448,0.00744,0,0,0,0,0,0,0,0.08575,0,0,0,0,0,0.006832,0.033705,0,0.00949,0,0,0,0,0.011868,0.007695,0,0,0.024818,0,0,0,0,0.012825,0,hoax
0,0.025614,0.042,0,0.014795,0.006474,0.008603,0.044883,0.026602,0.053738,0.007922,0,0,0,0,0.015444,0,0,0,0,0,0,0.011336,0,0,0,0,0,0,0.005409,0,0,0.015799,0,0,0,0,hoax
0.02493,0.011863,0,0,0,0.017991,0.007969,0.01663,0,0,0.007339,0,0,0.013848,0,0.014306,0,0,0.003147,0.020696,0.026729,0,0.010501,0,0,0,0,0,0,0.00501,0,0,0,0,0.023045,0.011812,0.022319,hoax
0.032667,0.007772,0,0.020392,0.017958,0,0.020885,0,0,0,0.009616,0,0,0,0,0.009373,0,0.008541,0.010308,0,0,0,0,0,0,0,0.003581,0,0,0,0.014976,0,0,0,0,0,0,hoax
0.020535,0.013029,0,0.017091,0.015051,0.026345,0,0,0.009021,0,0,0.012256,0.072284,0,0,0,0,0,0.003456,0.011365,0,0.019199,0,0,0.014457,0,0.006003,0,0,0.011005,0,0,0,0,0,0.012973,0,hoax
0.008519,0.012162,0.010636,0,0,0.004099,0,0.022732,0.005614,0,0.005016,0,0.008997,0,0,0,0,0,0.006451,0,0,0,0.007177,0.006417,0,0,0,0,0,0.003424,0.007811,0,0,0,0,0,0,hoax
0.034683,0.004716,0.006186,0.006186,0.010895,0,0.012671,0.00661,0.01306,0.009893,0,0,0.010465,0,0.00947,0,0.011009,0.010364,0.002501,0,0,0,0.025043,0.014927,0.010465,0,0.013035,0,0,0,0,0,0,0.012212,0,0,0,hoax
0.008837,0.008411,0.011033,0.011033,0.009716,0.034013,0,0,0,0,0,0,0,0,0.016891,0,0,0,0.004461,0,0,0,0.014889,0.013312,0.018664,0,0,0,0.022356,0.014208,0,0.016609,0,0,0,0,0,hoax
0,0,0.07392,0,0,0,0.037853,0,0,0,0,0,0,0,0.028292,0.135905,0,0,0,0,0,0.041518,0,0,0.031263,0,0,0,0.074893,0.011899,0,0,0,0.072969,0,0,0,hoax
